variety,word,decision,register,gloss,gloss_source,note,decided_by,decided_at
be,vismijn,keep,,visafslag,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
be,vlakaf,keep,,"botweg, ronduit",claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
be,vol-au-vent,keep,,pasteitje met ragout,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
be,volzet,keep,standard,"vol, volgeboekt",claude-opus-5 (accepted by author),,author,2026-09-21T17:35:01+00:00
be,vooropzeg,keep,standard,opzegtermijn,claude-opus-5 (accepted by author),,author,2026-09-21T17:34:54+00:00
be,vorklift,keep,,heftruck,claude-opus-5 (accepted by author),,author,2026-09-21T17:38:19+00:00
be,vredegerecht,keep,,kantongerecht,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
be,vrijschop,keep,,vrije trap,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
be,vroedkunde,keep,,verloskunde,claude-opus-5 (accepted by author),,author,2026-09-21T17:38:21+00:00
be,vuilblik,keep,standard,stofblik,claude-opus-5 (accepted by author),,author,2026-09-21T17:38:02+00:00
be,vzw,keep,,vereniging zonder winstoogmerk,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
be,wansmakelijk,keep,,"smakeloos, walgelijk",claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
be,warande,keep,,park bij een kasteel,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
be,wasspeld,keep,,wasknijper,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
be,waterkans,keep,,heel kleine kans,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
be,webstek,keep,,website,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
be,weddeschaal,keep,,salarisschaal,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
be,weeral,keep,,alweer,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
be,weerwraak,keep,,wraak,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
be,wegcode,keep,,verkeersreglement,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
be,wegenwerken,keep,,wegwerkzaamheden,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
be,werfreserve,keep,,wervingsreserve,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
be,wetsdokter,keep,,forensisch arts,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
be,wetstraat,keep,,de federale politiek (naar de straat van het parlement),claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
be,wiezen,keep,,wiezen (kaartspel),claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
be,wijsheidstand,keep,,verstandskies,claude-opus-5 (accepted by author),,author,2026-09-21T17:38:57+00:00
be,windel,keep,,zwachtel; windsel,gemini (chosen by author),,author,2026-09-21T17:55:47+00:00
be,windpokken,keep,,waterpokken,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
be,witloof,keep,,witlof,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
be,witteke,keep,,jenever,gemini (chosen by author),,author,2026-09-21T17:55:47+00:00
be,wolfijzers,keep,,wolfsklemmen,claude-opus-5 (accepted by author),,author,2026-09-21T17:38:58+00:00
be,woonst,keep,,woning,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
be,zagemeel,keep,,zaagsel,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
be,zagevent,keep,,zeur,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
be,zavel,keep,,zandige kleigrond,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
be,zeeklas,keep,,schoolverblijf aan zee,claude-opus-5 (accepted by author),,author,2026-09-21T17:38:22+00:00
be,zeemvel,keep,,zeemleer,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
be,zeemzoet,keep,,"poeslief, overdreven zoet",claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
be,zichtrekening,keep,,betaalrekening,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
be,zitdag,keep,,spreekuur (van een ambtenaar of politicus),claude-opus-5 (accepted by author),,author,2026-09-21T17:38:10+00:00
be,zitpenning,keep,tussentaal,presentiegeld,claude-opus-5 (accepted by author),,author,2026-09-21T17:33:29+00:00
be,zonaal,keep,standard,per zone,claude-opus-5 (accepted by author),,author,2026-09-21T17:33:15+00:00
be,zonneklopper,keep,,zonnebaarder,gemini (chosen by author),,author,2026-09-21T17:55:47+00:00
be,zonneslag,keep,standard,zonnesteek,claude-opus-5 (accepted by author),,author,2026-09-21T17:37:42+00:00
be,zopas,keep,,zojuist,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
be,zottin,keep,,gekke vrouw,claude-opus-5 (accepted by author),,author,2026-09-21T17:38:20+00:00
be,zuiders,keep,,zuidelijk,claude-opus-5 (accepted by author),,author,2026-09-21T17:38:23+00:00
be,zwalpen,keep,standard,klotsen,author,,author,2026-09-21T17:31:55+00:00
be,zwans,keep,,"flauwe grap, zever",claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
be,zwanzen,keep,,gekheid maken,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
be,zwemdok,keep,standard,zwembad,claude-opus-5 (accepted by author),,author,2026-09-21T17:38:03+00:00
be,zwin,keep,,getijdengeul,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,aanhikken,keep,,tegenop zien (ergens tegenaan hikken),claude-opus-5 (accepted by author),,author,2026-09-21T17:38:47+00:00
nl,aankakken,keep,,"(onverwacht, te laat) aan komen zetten",claude-opus-5 (switched on author's instruction),,author,2026-09-21T18:00:10+00:00
nl,aanpezen,keep,,"flink doorwerken, voortmaken",claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,abseilen,keep,,afdalen langs een touw,claude-opus-5 (switched on author's instruction),,author,2026-09-21T18:00:10+00:00
nl,absurdistisch,keep,,absurd van stijl,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,afhechten,keep,,afwerken (naad); fig.: afronden,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,afkatten,keep,standard,afsnauwen,claude-opus-5 (accepted by author),,author,2026-09-21T17:33:50+00:00
nl,afraffelen,keep,,haastig en slordig afmaken,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,afstruinen,keep,standard,"afzoeken, doorzoeken",claude-opus-5 (accepted by author),,author,2026-09-21T17:34:47+00:00
nl,aftaaien,keep,,"vertrekken, weggaan",claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,afvangen,keep,,onderscheppen; wegvangen,claude-opus-5 (accepted by author),,author,2026-09-21T17:38:30+00:00
nl,afzwemmen,keep,,zwemdiploma halen,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,aju,keep,,"dag, doei",claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,ajuus,keep,,"dag, tot ziens",claude-opus-5 (accepted by author),,author,2026-09-21T17:38:17+00:00
nl,alaaf,keep,standard,carnavalsgroet,claude-opus-5 (accepted by author),,author,2026-09-21T17:36:15+00:00
nl,alfahulp,keep,,huishoudelijke hulp,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,allrisk,keep,,allriskverzekering (omnium),claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,apenrots,keep,,apenrots in een dierentuin; fig.: rangordegedrag,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,apezuur,keep,,zich het apezuur werken: zich kapot werken,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,atjar,keep,,zuur ingemaakte groenten (Indonesisch),claude-opus-5 (accepted by author),,author,2026-09-21T17:38:29+00:00
nl,audicien,keep,standard,hoorapparatenspecialist,claude-opus-5 (accepted by author),,author,2026-09-21T17:36:10+00:00
nl,badderen,keep,,"in bad spelen, plonzen",claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,bakkie,keep,,kopje koffie,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,balkenbrij,keep,standard,vleeswaar van orgaanvlees en boekweit,claude-opus-5 (accepted by author),,author,2026-09-21T17:35:50+00:00
nl,bamibal,keep,,gefrituurde bal met bami,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,bangig,keep,,een beetje bang,claude-opus-5 (accepted by author),,author,2026-09-21T17:38:53+00:00
nl,banjeren,keep,,met grote passen rondlopen,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,baspartij,keep,,partij voor de bas (muziek),claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,behapbaar,keep,standard,"te behappen, hanteerbaar",claude-opus-5 (accepted by author),,author,2026-09-21T17:35:36+00:00
nl,behappen,keep,,"aankunnen, verwerken",claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,beppen,keep,,"kletsen, keuvelen",claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,beschoeiing,keep,,oeverbekleding van planken,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,beunen,keep,,zwart klussen,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,beuren,keep,standard,optillen; geld ontvangen,claude-opus-5 (accepted by author),,author,2026-09-21T17:38:04+00:00
nl,beursheid,keep,standard,gekneusdheid,claude-opus-5 (accepted by author),,author,2026-09-21T17:33:43+00:00
nl,bielzen,keep,,dwarsliggers (spoorweg),claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,bietsen,keep,,"bedelen, schooien",claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,bietser,keep,,klaploper,claude-opus-5 (accepted by author),,author,2026-09-21T17:38:10+00:00
nl,blaag,keep,,vervelend kind,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,blauwbekken,keep,,in de kou staan wachten,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,bloterik,keep,,blote persoon,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,boerenbont,keep,,aardewerk met boerenbloemmotief,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,boktor,keep,,kever met lange sprieten,claude-opus-5 (accepted by author),,author,2026-09-21T17:38:54+00:00
nl,bolus,keep,,zoet broodje met stroop; ook: drol,claude-opus-5 (accepted by author),,author,2026-09-21T17:38:28+00:00
nl,bonje,keep,,ruzie,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,bonnefooi,keep,standard,op de bonnefooi: op goed geluk,claude-opus-5 (accepted by author),,author,2026-09-21T17:33:21+00:00
nl,boortol,keep,,(hand)boormachine,nl_reviewer,,nl_reviewer,2026-09-21T18:06:41+00:00
nl,borgpen,keep,,"borgpen, splitpen",claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,bospeen,keep,,worteltjes met loof,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,bosui,keep,,lente-ui,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,botte,reject_not_specific,,lomperik; lomp persoon,gemini (chosen by author),"nl_reviewer: vorm van 'bot' (niet scherp) of verouderd 'bos, bundel'; niet NL-specifiek",nl_reviewer,2026-09-21T18:06:41+00:00
nl,botter,keep,,platbodem vissersboot,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,bozig,keep,,een beetje boos,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,brallen,keep,standard,"opscheppen, luid pochen",claude-opus-5 (accepted by author),,author,2026-09-21T17:37:44+00:00
nl,brallerig,keep,,opschepperig,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,brandbrief,keep,standard,"dringende brief, alarmbrief",claude-opus-5 (accepted by author),,author,2026-09-21T17:32:16+00:00
nl,brekebeen,keep,,"kluns, stumper",claude-opus-5 (accepted by author),,author,2026-09-21T17:38:32+00:00
nl,brink,keep,,dorpsplein,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,bromtol,keep,,brommende draaitol,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,buks,keep,,geweer (luchtbuks),claude-opus-5 (accepted by author),,author,2026-09-21T17:38:59+00:00
nl,bul,keep,,universitair diploma,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,bulletje,reject_obsolete,standard,kleine stier; mannetje,gemini (chosen by author),nl_reviewer: te oud/verouderd,nl_reviewer,2026-09-21T18:06:41+00:00
nl,bètavak,keep,,"exact vak (wiskunde, natuurwetenschap)",claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,cassave,keep,,maniok,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,chantabel,keep,,vatbaar voor chantage,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,cheffin,keep,,vrouwelijke chef,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,chemobak,keep,standard,inzamelbak voor klein chemisch afval,claude-opus-5 (switched on author's instruction),,author,2026-09-21T18:00:10+00:00
nl,chemokar,keep,,inzamelwagen voor klein chemisch afval,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,chipknip,keep,,elektronisch betaalchipje op de bankpas (vroeger),claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,chocomel,keep,,chocolademelk,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,cito,keep,,Cito-toets (eindtoets basisschool),claude-opus-5 (switched on author's instruction),,author,2026-09-21T18:00:10+00:00
nl,clinic,keep,,"trainingsdag, cursus (sport)",claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,codicil,keep,,aanhangsel bij een testament,claude-opus-5 (accepted by author),,author,2026-09-21T17:38:46+00:00
nl,conrector,keep,,onderdirecteur van een school,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,contactueel,keep,,in de omgang met anderen (contactuele vaardigheden),claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,corduroy,keep,,ribfluweel,claude-opus-5 (accepted by author),,author,2026-09-21T17:39:04+00:00
nl,corpsbal,keep,,lid van een studentencorps (bekakt),claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,coulance,keep,,"tegemoetkoming, soepelheid",claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,custard,keep,,vanillepuddingpoeder,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,dakleer,keep,,bitumen dakbedekking,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,darter,keep,,dartsspeler,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,dauwtrappen,keep,standard,vroeg wandelen op Hemelvaartsdag,claude-opus-5 (accepted by author),,author,2026-09-21T17:34:58+00:00
nl,dependance,keep,,"bijgebouw, nevenvestiging",claude-opus-5 (accepted by author),,author,2026-09-21T17:38:22+00:00
nl,derrie,keep,,"smurrie, drab",claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,diaconaat,keep,,diaconie (armenzorg van de kerk),claude-opus-5 (accepted by author),,author,2026-09-21T17:38:58+00:00
nl,diergaarde,keep,,dierentuin,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,digibeet,keep,,computeranalfabeet,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,dikkig,keep,,een beetje dik,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,doerak,keep,,deugniet,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,dombo,keep,,domoor,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,dommig,keep,standard,een beetje dom,claude-opus-5 (accepted by author),,author,2026-09-21T17:34:52+00:00
nl,domstad,keep,standard,Utrecht,claude-opus-5 (accepted by author),,author,2026-09-21T17:33:08+00:00
nl,domtoren,keep,standard,toren van de Dom in Utrecht,claude-opus-5 (accepted by author),,author,2026-09-21T17:36:11+00:00
nl,donorcodicil,keep,,donorregistratieformulier,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,dotter,keep,,dotterbloem; dotterbehandeling,claude-opus-5 (switched on author's instruction),,author,2026-09-21T18:00:10+00:00
nl,dotteren,keep,,een vernauwde kransslagader oprekken,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,dreinen,keep,,"jengelen, zeuren",claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,dreutelen,keep,,treuzelen,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,dubbelop,keep,,overbodig dubbel,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,dumpzaak,keep,,legerdumpwinkel,claude-opus-5 (accepted by author),,author,2026-09-21T17:38:08+00:00
nl,duppie,keep,,dubbeltje,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,duster,keep,,ochtendjas,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,eenkennig,keep,standard,verlegen bij vreemden,claude-opus-5 (accepted by author),,author,2026-09-21T17:36:08+00:00
nl,eigenheimer,keep,,aardappelras,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,exercitie,keep,standard,"oefening, drill",claude-opus-5 (accepted by author),,author,2026-09-21T17:37:47+00:00
nl,feut,keep,,aspirant-lid van een studentenvereniging (schacht),claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,fikkie,keep,,vuurtje,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,fineliner,keep,,dunne viltstift,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,flappentap,keep,,geldautomaat,claude-opus-5 (accepted by author),,author,2026-09-21T17:38:41+00:00
nl,fricandeau,keep,standard,varkensvlees (beleg of gebraad),claude-opus-5 (accepted by author),,author,2026-09-21T17:34:38+00:00
nl,frites,keep,,friet,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,fröbelen,keep,,knutselen,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,fust,keep,,vat; statiegeld op kratten en flessen,claude-opus-5 (accepted by author),,author,2026-09-21T17:38:15+00:00
nl,gajes,keep,,"tuig, gespuis",claude-opus-5 (accepted by author),,author,2026-09-21T17:38:26+00:00
nl,galbult,keep,,jeukende bult (netelroos),claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,gauwigheid,keep,,in de gauwigheid: in de haast,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,geblèr,keep,,"gehuil, gebrul",claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,gefingeerd,keep,,"verzonnen, fictief",claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,gefröbel,keep,,geknutsel,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,gegiebel,keep,,gegiechel,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,gemieter,keep,,"gedoe, gezeur",claude-opus-5 (accepted by author),,author,2026-09-21T17:39:00+00:00
nl,gemêleerd,keep,standard,gemengd,claude-opus-5 (accepted by author),,author,2026-09-21T17:37:46+00:00
nl,geneuzel,keep,,"gezeur, gewauwel",claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,gepriegel,keep,,"fijn, precies werkje",claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,geroyeerd,keep,standard,uit een vereniging gezet,claude-opus-5 (accepted by author),,author,2026-09-21T17:33:31+00:00
nl,gesteggel,keep,,gekibbel,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,gezwalk,keep,,"geslinger, gezwerf",claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,giebel,keep,,giechel,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,giebelen,keep,,giechelen,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,gierkar,keep,,mestkar voor drijfmest,claude-opus-5 (accepted by author),,author,2026-09-21T17:38:19+00:00
nl,gierput,keep,standard,mestput,claude-opus-5 (accepted by author),,author,2026-09-21T17:34:55+00:00
nl,giertank,keep,,tank voor drijfmest,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,gierton,keep,,ton voor drijfmest,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,ginnegappen,keep,,"giechelen, gniffelen",claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,giromaat,keep,,geldautomaat (vroeger),claude-opus-5 (accepted by author),,author,2026-09-21T17:38:45+00:00
nl,gister,keep,,gisteren,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,gisternacht,keep,standard,afgelopen nacht,claude-opus-5 (accepted by author),,author,2026-09-21T17:37:48+00:00
nl,glaspui,keep,,"glazen wand, schuifpui",claude-opus-5 (accepted by author),,author,2026-09-21T17:38:16+00:00
nl,glom,keep,,verleden tijd van glimmen,claude-opus-5 (accepted by author),,author,2026-09-21T17:38:23+00:00
nl,godsamme,keep,,vloek,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,goedig,keep,,goedaardig,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,goeiig,keep,,goedaardig,claude-opus-5 (accepted by author),,author,2026-09-21T17:38:55+00:00
nl,goh,keep,,"tja, nou (tussenwerpsel)",claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,goochem,keep,,"slim, snugger",claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,goochemerd,keep,,slimmerik,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,graftak,keep,standard,ouwe graftak: oud mens (schertsend),claude-opus-5 (switched on author's instruction),,author,2026-09-21T18:00:10+00:00
nl,grijpstuiver,keep,,"klein bedrag, bijverdienste",claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,grutter,keep,,kruidenier,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,grutto,keep,standard,weidevogel,claude-opus-5 (accepted by author),,author,2026-09-21T17:35:33+00:00
nl,gup,keep,,"klein kind, snotneus",claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,gymnasiast,keep,,leerling van een gymnasium,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,haastklus,keep,,spoedklus,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,hachee,keep,,stoofpot van rundvlees met uien,claude-opus-5 (accepted by author),,author,2026-09-21T17:38:38+00:00
nl,halvarine,keep,,halvarine,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,hamlap,keep,,varkenslap,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,hangop,keep,,uitgelekte yoghurt,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,hannesen,keep,,klungelen,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,hapsnap,keep,,"willekeurig, onsamenhangend",claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,haptonoom,keep,standard,beoefenaar van haptonomie,claude-opus-5 (accepted by author),,author,2026-09-21T17:35:33+00:00
nl,havo,keep,,hoger algemeen voortgezet onderwijs,claude-opus-5 (accepted by author),,author,2026-09-21T17:38:24+00:00
nl,hbo,keep,standard,hoger beroepsonderwijs,claude-opus-5 (accepted by author),,author,2026-09-21T17:33:46+00:00
nl,hbs,keep,,hogereburgerschool (vroeger),claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,hectiek,keep,,"drukte, jachtigheid",claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,heiig,keep,,nevelig,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,heikneuter,keep,,boerenkinkel,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,heitje,keep,,kwartje,claude-opus-5 (switched on author's instruction),,author,2026-09-21T18:00:10+00:00
nl,hippisch,keep,,de paardensport betreffend,claude-opus-5 (accepted by author),,author,2026-09-21T17:38:09+00:00
nl,hobbezak,keep,,"wijd, vormeloos kledingstuk",claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,hoereren,keep,,hoereren,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,hofstad,keep,,Den Haag,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,hoosbui,keep,,stortbui,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,hork,keep,,lomperik,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,horkerig,keep,,lomp,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,hospiteren,keep,,stage lopen (lerarenopleiding); kennismaken met een kamerkandidaat,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,hotemetoot,keep,,hoge piet,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,hupsen,keep,,huppelen,claude-opus-5 (accepted by author),,author,2026-09-21T17:38:18+00:00
nl,husselen,keep,,door elkaar mengen,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,hutspot,keep,,"stamppot van aardappelen, wortel en ui",claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,idolaat,keep,,"dol op, verzot op",claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,iel,keep,,"dun, mager",claude-opus-5 (accepted by author),,author,2026-09-21T17:38:57+00:00
nl,impopulair,keep,,niet populair,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,indo,keep,,Nederlander met Indonesische afkomst,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,inpandig,keep,standard,binnen een pand,claude-opus-5 (accepted by author),,author,2026-09-21T17:36:07+00:00
nl,inruimen,keep,,inruimen (vaatwasser); ruimte maken,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,introducé,keep,,gast die men meebrengt,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,jandoedel,keep,,sukkel,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,jasses,keep,,bah,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,jatwerk,keep,,"plagiaat, gejat werk",claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,jeugdhonk,keep,,jeugdhuis,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,jodenkoek,keep,,"grote, ronde, dunne koek",claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,jofel,keep,,"leuk, tof",claude-opus-5 (accepted by author),,author,2026-09-21T17:39:03+00:00
nl,joh,keep,,joh (aanspreekwoord),claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,jonassen,keep,,iemand bij armen en benen heen en weer zwaaien,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,jottem,keep,,"enthousiaste uitroep: joepie, hoera, yes",nl_reviewer,,nl_reviewer,2026-09-21T18:06:41+00:00
nl,jottum,keep,,"enthousiaste uitroep (oudere vorm van jottem): joepie, hoera, yes",nl_reviewer,,nl_reviewer,2026-09-21T18:06:41+00:00
nl,juut,keep,,politie (straattaal),claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,kaalslag,keep,,"volledige kap, verdwijning van alles",claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,kachelen,keep,,hard rijden,claude-opus-5 (switched on author's instruction),,author,2026-09-21T18:00:10+00:00
nl,kanen,keep,,"eten, schrokken",claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,kassiewijle,keep,,"dood, kapot",claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,katenspek,keep,,gerookt spek,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,kenau,keep,,manwijf,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,kerststol,keep,,kerstbrood,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,ketelbink,keep,,jongste matroos,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,ketjap,keep,,sojasaus,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
